pose_index,qx,qy,qz,qw,tx,ty,tz
0,0.934071,-0.0413378,-0.00845382,0.354586,-2.56414,-33.3446,-87.5816
1,0.935485,0.0244544,0.00297622,0.352508,1.33154,-33.3998,-87.6194
2,0.932258,0.0888854,0.0213302,0.350056,5.04557,-32.817,-87.7223
3,0.924503,0.156574,0.0366677,0.345592,8.56394,-31.9096,-87.7947
4,0.916061,0.212418,0.0458721,0.337057,12.1411,-30.4822,-87.9506
5,0.905328,0.257329,0.0777259,0.328818,15.3685,-28.6706,-88.2668
6,0.883261,0.324316,0.0944162,0.325199,18.3579,-26.4469,-88.4467
7,0.86639,0.370448,0.109171,0.316573,21.0542,-23.8026,-88.6467
8,0.84082,0.428297,0.125797,0.306201,23.449,-20.9384,-88.8962
9,0.807765,0.487433,0.144822,0.298249,25.6887,-17.8086,-89.1322
10,0.775138,0.540018,0.159376,0.286602,27.1018,-14.413,-89.3792
11,0.745098,0.585422,0.171932,0.26935,28.2614,-10.857,-89.7662
12,0.711267,0.627076,0.182975,0.259606,28.9516,-7.1828,-90.0423
13,0.676689,0.666675,0.199088,0.240832,29.1196,-3.4403,-90.2386
14,0.625789,0.716524,0.210249,0.225337,28.9575,0.171238,-90.4117
15,0.566639,0.766793,0.214718,0.211766,28.2002,3.87621,-90.6976
16,0.534948,0.791002,0.233668,0.183159,26.9685,7.41834,-90.8866
17,0.487703,0.819157,0.24982,0.169461,25.3608,10.7126,-91.0525
18,0.42521,0.856147,0.250435,0.153269,23.376,13.9494,-91.2746
19,0.366644,0.882978,0.258535,0.138138,20.9936,16.75,-91.6245
20,0.317925,0.902278,0.266411,0.11766,18.3764,19.1411,-91.7435
21,0.281901,0.916362,0.270768,0.0865896,15.3639,21.2699,-91.896
22,0.202268,0.939208,0.267509,0.0735864,12.2092,23.2315,-91.9662
23,0.142911,0.949266,0.273549,0.0603527,8.62216,24.4236,-92.0938
24,0.103912,0.953749,0.280325,0.0313424,5.12732,25.3442,-92.1508
25,0.0487071,0.959542,0.277266,0.00559724,1.44979,25.7456,-92.2217
26,-0.0123927,0.959077,0.282643,-0.0114231,-2.0913,25.7225,-92.2437
27,-0.0877635,0.956823,0.275325,-0.0313633,-5.72504,25.2049,-92.1801
28,-0.121573,0.95121,0.277446,-0.0586726,-9.24079,24.1607,-92.1751
29,-0.178308,0.942151,0.272965,-0.0777709,-12.6916,22.9453,-92.0703
30,-0.240078,0.928736,0.265905,-0.0954319,-15.7757,21.2597,-91.8989
31,-0.303894,0.908879,0.261398,-0.115149,-18.715,19.188,-91.6406
32,-0.36091,0.887201,0.256,-0.130702,-21.308,16.7724,-91.4753
33,-0.417907,0.861365,0.247349,-0.149069,-23.6743,14.0821,-91.488
34,-0.46763,0.833622,0.241321,-0.16781,-25.5751,11.0396,-91.4089
35,-0.522986,0.799416,0.232495,-0.182663,-26.9747,7.68088,-91.1252
36,-0.565814,0.769306,0.219214,-0.19992,-28.1257,4.1284,-90.9989
37,-0.62173,0.723659,0.208193,-0.215466,-28.7971,0.576769,-90.762
38,0.67391,-0.673105,-0.203005,0.227076,-29.0096,-2.98237,-90.6918
39,0.70924,-0.630773,-0.185861,0.254086,-28.619,-6.6927,-90.5798
40,0.738215,-0.595902,-0.169725,0.266706,-27.9307,-10.0526,-90.3905
41,0.77854,-0.543134,-0.153374,0.274511,-26.9565,-13.3905,-90.1953
42,0.813827,-0.488825,-0.141164,0.280728,-25.4285,-16.6236,-89.9449
43,0.837691,-0.440491,-0.125316,0.297552,-23.5227,-19.557,-89.7897
44,0.862508,-0.386185,-0.115668,0.305878,-21.1583,-22.3569,-89.6024
45,0.885576,-0.328792,-0.0968534,0.313482,-18.5973,-24.7957,-89.5946
46,0.908301,-0.262435,-0.0789264,0.316051,-15.7181,-26.9418,-89.645
47,0.922031,-0.209361,-0.0604146,0.319965,-12.5531,-28.4684,-89.6369
48,0.930764,-0.158164,-0.0458662,0.326434,-9.29424,-29.6545,-89.4484
49,0.941864,-0.0853239,-0.030301,0.323565,-5.90236,-30.5165,-89.4588
50,0.944419,-0.0277731,-0.0141376,0.327263,-2.36552,-30.971,-89.6019
51,0.94555,0.0491485,-0.00191064,0.32174,1.18737,-31.0873,-89.561
52,0.940655,0.100529,0.0124488,0.323893,4.73741,-30.5415,-89.7297
53,0.935077,0.160193,0.0317786,0.31458,7.88969,-29.5867,-89.7537
54,0.925701,0.209523,0.0490121,0.311088,10.9403,-28.3106,-89.8909
55,0.918446,0.252635,0.0679299,0.296679,14.0065,-26.6951,-90.1408
56,0.902695,0.304904,0.0912677,0.289562,16.7886,-24.6053,-90.4146
57,0.873572,0.378248,0.103915,0.288101,19.2345,-22.1758,-90.5675
58,0.845389,0.438172,0.108931,0.285408,21.4384,-19.4517,-90.7595
59,0.819394,0.486186,0.131137,0.273897,23.3646,-16.5301,-91.0125
60,0.77265,0.562427,0.133307,0.262521,24.7255,-13.4814,-91.1431
61,0.756279,0.585708,0.153171,0.248044,25.695,-10.3036,-91.4136
62,0.72507,0.625861,0.166798,0.233986,26.3756,-6.95062,-91.6654
63,0.681068,0.675302,0.178959,0.21929,26.5591,-3.42643,-91.8866
64,0.62286,0.730915,0.185316,0.208488,26.3957,-0.153351,-92.1404
65,0.60193,0.749857,0.20189,0.186105,25.6491,3.05936,-92.3817
66,0.534401,0.799658,0.208454,0.177508,24.6856,6.42884,-92.5739
67,0.48261,0.834678,0.215544,0.154727,23.0902,9.43883,-92.6665
68,0.427641,0.864223,0.225679,0.138965,21.4016,12.2937,-92.925
69,0.387718,0.883341,0.233326,0.122239,19.1989,14.8851,-93.2908
70,0.33451,0.905492,0.23882,0.105606,16.626,17.0544,-93.454
71,0.271858,0.926403,0.244627,0.0895964,13.9825,19.1755,-93.4481
72,0.218911,0.941789,0.247314,0.0628344,11.0058,20.7375,-93.5291
73,0.172911,0.950427,0.254711,0.0437242,7.86158,21.9264,-93.6575
74,0.0966565,0.961864,0.254326,0.0281642,4.61798,22.7236,-93.7884
75,0.0379843,0.967451,0.250015,0.00938545,1.2157,23.0091,-93.7259
76,-0.00181785,0.967946,0.250968,-0.00954549,-2.00625,22.9855,-93.8953
77,-0.078566,0.966143,0.244076,-0.0286574,-5.30382,22.6014,-93.7617
78,-0.135512,0.959265,0.243149,-0.0482332,-8.48617,21.77,-93.6709
79,-0.192297,0.948016,0.244474,-0.0672263,-11.5609,20.4463,-93.6499
80,-0.250792,0.933554,0.240337,-0.0884237,-14.4468,18.8877,-93.4365
81,-0.298843,0.917776,0.237611,-0.109186,-17.0749,16.9729,-93.3855
82,-0.370697,0.891769,0.230849,-0.118497,-19.5402,14.8802,-93.0727
83,-0.419028,0.868811,0.22568,-0.136572,-21.6261,12.3305,-93.0461
84,-0.463768,0.845259,0.215066,-0.155575,-23.2533,9.55437,-92.925
85,-0.513112,0.816498,0.203714,-0.168962,-24.6469,6.56657,-92.7861
86,-0.581845,0.768574,0.196629,-0.17913,-25.7784,3.4886,-92.5572
87,-0.623454,0.734629,0.185697,-0.192724,-26.3717,0.250018,-92.4541
88,-0.678712,0.683594,0.174507,-0.203954,-26.4582,-3.01661,-92.3447
89,0.709201,-0.648506,-0.161473,0.224499,-26.1888,-6.36584,-92.1882
90,0.750425,-0.596212,-0.150821,0.242171,-25.5838,-9.62454,-92.031
91,0.787009,-0.545807,-0.141507,0.250374,-24.6423,-12.5575,-91.8712
92,0.808262,-0.510736,-0.123059,0.265929,-23.1747,-15.5088,-91.6043
93,0.845534,-0.445941,-0.121178,0.26744,-21.3757,-18.2243,-91.4726
94,0.87561,-0.383191,-0.103088,0.275399,-19.4412,-20.7779,-91.452
95,0.894235,-0.335935,-0.0834719,0.283768,-16.9183,-22.9476,-91.4515
96,0.910647,-0.284176,-0.0617973,0.293509,-14.3253,-24.7852,-91.3987
97,0.930353,-0.211042,-0.0544374,0.294858,-11.5841,-26.1694,-91.3028
98,0.936874,-0.174235,-0.0318683,0.301487,-8.4937,-27.2523,-91.3459
99,0.949096,-0.0948777,-0.0318597,0.298665,-5.42432,-28.0736,-91.1335
100,0.954599,-0.0306544,-0.0147864,0.295942,-2.32001,-28.6104,-91.2205
101,0.956339,0.0400827,-0.00442791,0.289463,0.878843,-28.6143,-91.3797
102,0.952193,0.102305,0.0164708,0.287388,4.09474,-28.1896,-91.5655
103,0.943861,0.16244,0.0304021,0.286033,7.0854,-27.318,-91.6253
104,0.934054,0.218798,0.040654,0.279316,10.0166,-25.9663,-91.7287
105,0.926278,0.256806,0.0577938,0.269668,12.7065,-24.371,-91.9929
106,0.905804,0.322128,0.0739576,0.265111,15.1871,-22.5129,-92.0361
107,0.888673,0.366608,0.0947728,0.258605,17.411,-20.5033,-92.2353
108,0.850912,0.447544,0.0947843,0.258203,19.38,-18.1122,-92.3898
109,0.824657,0.49654,0.113742,0.24587,21.0868,-15.4497,-92.4903
110,0.789638,0.551764,0.121851,0.239124,22.2549,-12.8048,-92.7702
111,0.759794,0.592644,0.131082,0.233033,23.0658,-9.81341,-92.9952
112,0.726058,0.634342,0.146589,0.221271,23.7715,-6.70384,-93.2365
113,0.675169,0.689719,0.158495,0.208119,24.0091,-3.6329,-93.4578
114,0.64814,0.718032,0.169416,0.188793,23.7327,-0.517251,-93.7404
115,0.605381,0.756204,0.183169,0.167684,23.1416,2.37387,-93.9497
116,0.540408,0.804683,0.188646,0.157659,22.3035,5.38078,-94.0742
117,0.496095,0.834712,0.197865,0.134144,20.9638,8.04671,-94.2324
118,0.451931,0.860538,0.203561,0.117458,19.3082,10.6728,-94.4821
119,0.397805,0.887537,0.210156,0.0993163,17.3125,13.0214,-94.6761
120,0.327985,0.915991,0.213945,0.087254,14.9947,15.1632,-94.7658
121,0.269809,0.935006,0.218259,0.073003,12.4732,16.901,-94.8603
122,0.213104,0.949381,0.222508,0.0612653,9.75074,18.3404,-94.9778
123,0.160837,0.959696,0.225913,0.0455811,7.03991,19.404,-95.1083
124,0.0978316,0.969042,0.225021,0.0274077,4.07145,20.068,-95.1295
125,0.0282826,0.975609,0.217178,0.0148287,0.992573,20.3994,-95.1684
126,-0.0210104,0.975008,0.221068,-0.0068358,-2.0249,20.2456,-95.091
127,-0.0986978,0.970586,0.218675,-0.0200533,-4.87689,19.8465,-95.0373
128,-0.132771,0.966758,0.21527,-0.0375487,-7.69264,18.9553,-95.1142
129,-0.212307,0.951845,0.213555,-0.0575341,-10.5875,18.0402,-95.0387
130,-0.244564,0.94272,0.212366,-0.0797931,-13.1282,16.6389,-94.8809
131,-0.30423,0.923305,0.210167,-0.103831,-15.4153,14.9141,-94.7962
132,-0.365341,0.901097,0.199596,-0.121294,-17.6224,12.9686,-94.5306
133,-0.426096,0.872906,0.19756,-0.132088,-19.4214,10.7416,-94.3728
134,-0.487116,0.840213,0.194233,-0.137959,-21.0595,8.24055,-94.3612
135,-0.510755,0.825992,0.178844,-0.157741,-22.2738,5.52842,-94.2592
136,-0.577648,0.779569,0.173381,-0.16892,-23.1739,2.72474,-94.0378
137,-0.624604,0.740894,0.166945,-0.181864,-23.7975,-0.08661,-93.9633
138,-0.669318,0.701847,0.156983,-0.186496,-23.8224,-2.96732,-93.8778
139,0.705562,-0.662342,-0.142771,0.20761,-23.6887,-5.98663,-93.7284
140,0.757732,-0.601588,-0.136683,0.212725,-23.1125,-8.94405,-93.4814
141,0.800991,-0.540159,-0.124967,0.225885,-22.1928,-11.7528,-93.3877
142,0.830357,-0.492821,-0.114718,0.233397,-20.8312,-14.4371,-93.2168
143,0.855225,-0.445353,-0.105318,0.243229,-19.3018,-16.7847,-93.111
144,0.885043,-0.384562,-0.0941498,0.24484,-17.4006,-18.9956,-93.0743
145,0.909641,-0.320034,-0.0784819,0.252928,-15.2955,-21.0397,-92.9815
146,0.923997,-0.275627,-0.0553701,0.259216,-12.9039,-22.5944,-92.9925
147,0.939677,-0.208891,-0.0500301,0.266211,-10.3953,-23.8209,-92.93
148,0.949476,-0.156264,-0.0401524,0.269194,-7.74592,-24.9005,-92.9171
149,0.95767,-0.0918903,-0.0273714,0.271433,-4.92094,-25.5598,-92.9044
150,0.963451,-0.0158109,-0.0178536,0.266821,-2.18794,-26.0751,-92.8386
151,0.964453,0.0460911,-0.0042632,0.260169,0.648159,-25.8728,-92.9455
152,0.961408,0.107943,0.0105288,0.252846,3.55086,-25.5869,-93.1441
