pose_index,qx,qy,qz,qw,tx,ty,tz
0,-1.2264e-05,7.23635e-06,-9.85642e-06,1,0.00233186,0.000786511,-0.000379734
1,-0.00202127,0.00143092,0.0737181,0.997276,0.444519,-0.0961876,0.0923532
2,-0.0049034,0.0066308,0.113984,0.993448,0.857219,0.00306857,0.0892288
3,-0.00312927,0.00558905,0.161374,0.986873,1.04261,0.0221691,-0.0238952
4,0.00211697,0.00607668,0.222846,0.974832,1.20772,0.157502,-0.046548
5,-0.00219953,0.00895227,0.295593,0.955269,1.4823,0.276943,-0.0895643
6,-0.00803614,0.0103694,0.334947,0.942146,1.73186,0.528482,-0.0816454
7,-0.00783751,0.0228175,0.383927,0.923048,2.07748,0.698107,-0.169109
8,-0.00857008,0.0284738,0.440479,0.89727,2.4328,0.943265,-0.0669521
9,-0.00395302,0.0357269,0.475229,0.879128,2.69178,1.18552,-0.115768
10,-0.00607275,0.0306131,0.542884,0.839227,2.94403,1.48492,-0.229375
11,-0.00725923,0.0343799,0.590318,0.806405,3.05918,1.76548,-0.260466
12,-0.0046992,0.0431233,0.655171,0.754234,3.20083,2.23632,-0.314498
13,-0.00191438,0.0468175,0.686082,0.726014,3.23674,2.41214,-0.303493
14,-0.0108339,0.0496541,0.732495,0.678873,3.35928,2.87617,-0.262274
15,-0.0010231,0.0531103,0.775881,0.628639,3.27364,3.15868,-0.403462
16,-0.00343074,0.0524971,0.815318,0.576619,3.45791,3.51046,-0.47455
17,-0.00238948,0.058005,0.871375,0.48717,3.44912,3.81974,-0.579513
18,-0.00272631,0.0628323,0.906497,0.417503,3.17375,4.14108,-0.484833
19,-0.00192592,0.0652312,0.917886,0.391441,2.94221,4.42591,-0.502705
20,-0.00322182,0.0604302,0.941224,0.332317,2.72635,4.83093,-0.586661
21,-0.0052412,0.0655197,0.954052,0.292344,2.20034,5.05196,-0.471229
22,-0.002886,0.0647583,0.967435,0.244677,1.91266,5.40139,-0.507898
23,0.000824059,0.0606026,0.982483,0.17622,1.64073,5.67458,-0.436236
24,0.00479597,0.0687813,0.991812,0.107498,1.31995,5.80363,-0.470003
25,0.00681525,0.0694687,0.997333,0.0212979,0.915386,5.88962,-0.47088
26,0.0100055,0.0714919,0.996856,-0.0326539,0.533427,5.94842,-0.476263
27,0.00847084,0.0715515,0.991884,-0.104764,-0.0735642,6.01626,-0.442174
28,0.00293313,0.0678277,0.984848,-0.159579,-0.549723,5.8593,-0.474229
29,-0.000945297,0.0587364,0.976608,-0.206848,-0.955466,5.66665,-0.345111
30,0.00176291,0.0620652,0.957281,-0.282416,-1.45461,5.47616,-0.431156
31,-0.000223655,0.0613645,0.9382,-0.340611,-1.90288,5.27298,-0.34224
32,0.00274536,0.0666958,0.916224,-0.395067,-2.22958,5.14793,-0.2626
33,0.000259972,0.0637288,0.885221,-0.460785,-2.81686,4.73446,-0.184368
34,-0.00815933,-0.0611911,-0.854398,0.515939,-3.02064,4.30715,-0.106095
35,-0.0103221,-0.0532057,-0.813821,0.578583,-3.20095,3.97978,-0.214015
36,-0.00995076,-0.0479319,-0.773754,0.631592,-3.45918,3.54501,-0.271043
37,-0.00735943,-0.048489,-0.724451,0.687579,-3.54489,3.17688,-0.171502
38,0.000536701,-0.0413639,-0.696306,0.716552,-3.74815,2.60384,-0.179067
39,0.00920445,-0.0458129,-0.639048,0.767746,-3.76487,1.93052,-0.0307224
40,0.00484527,-0.0357663,-0.614085,0.788414,-3.65647,1.2081,-0.00208439
41,0.0130711,-0.0318915,-0.564727,0.824558,-3.55571,0.52634,0.106819
42,0.0147133,-0.0273024,-0.506665,0.861585,-3.22362,-0.209893,0.130588
43,0.0170253,-0.0270523,-0.458874,0.887926,-2.83686,-0.702082,0.21814
44,0.0225628,-0.0192872,-0.438718,0.898135,-2.47391,-1.34003,0.140895
45,0.0256639,-0.0086476,-0.375878,0.926273,-2.29585,-1.80617,-0.0629958
46,0.0206944,-0.00607621,-0.315881,0.948554,-1.96862,-2.23866,-0.00356486
47,0.0226428,-0.00710077,-0.23903,0.970722,-1.58507,-2.62739,-0.00257261
48,0.0194692,-0.0109472,-0.173634,0.984557,-1.01254,-2.8642,0.0661579
49,0.0260355,-0.00719046,-0.111453,0.993403,-0.599699,-2.96879,0.038894
50,0.0257252,-0.00413003,-0.0252948,0.99934,0.0255015,-2.99157,-0.0887136
51,0.0300762,-0.00137501,0.0332687,0.998993,0.66366,-3.08361,-0.0018597
52,0.0285694,0.00722081,0.108126,0.9937,1.43858,-3.00466,-0.0409357
53,0.0277018,0.00883301,0.158434,0.986941,1.93616,-2.84313,-0.147453
54,0.0292292,0.0157808,0.214516,0.976155,2.51874,-2.57507,-0.0870692
55,0.0242702,0.019914,0.284538,0.958151,3.16275,-2.28901,-0.164919
56,0.0215494,0.0236516,0.341478,0.939345,3.76223,-1.86307,-0.248496
57,0.0227411,0.0362524,0.38704,0.921069,4.38798,-1.39373,-0.198812
58,0.0210236,0.0419368,0.421984,0.905389,4.85842,-0.888631,-0.190991
59,0.0218317,0.0496852,0.479366,0.875936,5.28737,-0.269292,-0.264815
60,0.0197543,0.0485145,0.544623,0.837043,5.80458,0.377784,-0.376804
61,0.0225103,0.0519413,0.613954,0.787309,5.97457,0.953235,-0.480599
62,0.0174409,0.063414,0.654003,0.753627,6.19127,1.78465,-0.531626
63,0.0168993,0.0654419,0.697502,0.713388,6.34942,2.36902,-0.635443
64,0.0173664,0.0753125,0.739438,0.668773,6.38663,2.99687,-0.636548
65,0.0225631,0.0755599,0.77998,0.620816,6.32657,3.81318,-0.674408
66,0.0190157,0.0754754,0.825498,0.559012,6.08811,4.50489,-0.765289
67,0.0170126,0.0783574,0.85441,0.513376,5.98151,5.28628,-0.856803
68,0.016328,0.0894922,0.895086,0.436516,5.54789,5.98126,-0.803514
69,0.00676379,0.0867943,0.921893,0.377537,5.0284,6.51632,-0.952841
70,0.00097285,0.0890474,0.940941,0.326649,4.55115,7.02293,-1.0122
71,-0.00273901,0.0889047,0.954629,0.284204,3.95974,7.544,-0.979195
72,0.00390618,0.0890611,0.971602,0.219185,3.35237,8.06592,-1.00918
73,0.00375069,0.0943547,0.98575,0.139216,2.53998,8.51747,-0.920729
74,0.0103862,0.0975538,0.990043,0.100946,1.83597,8.71766,-0.917609
75,0.0100716,0.0978247,0.994993,0.0178505,1.09063,8.93205,-1.03284
76,0.00946146,0.0969315,0.994008,-0.0496297,0.323141,8.99049,-1.01095
77,0.00265063,0.0938847,0.989446,-0.110346,-0.635094,8.89835,-0.792082
78,-0.000815838,0.0947015,0.984446,-0.147974,-1.41112,8.76559,-0.810056
79,-0.00419827,0.095119,0.974268,-0.204294,-2.17519,8.55722,-0.844686
80,-0.00877814,0.0974074,0.954891,-0.280388,-3.00741,8.13946,-0.820758
81,-0.0158174,0.0983903,0.94557,-0.309784,-3.8404,7.5931,-0.767444
82,-0.0102998,0.0896229,0.914075,-0.395384,-4.44937,7.20416,-0.695162
83,-0.0178565,0.0870514,0.889865,-0.447487,-5.04304,6.52458,-0.577831
84,-0.0110288,0.0842746,0.865592,-0.493483,-5.61364,5.70957,-0.584904
85,0.00878279,-0.0823079,-0.822721,0.562386,-6.10528,4.97941,-0.484605
86,0.0092743,-0.0756161,-0.773282,0.629469,-6.44718,4.20306,-0.5276
87,0.0173774,-0.0704054,-0.718361,0.691881,-6.67447,3.46793,-0.357516
88,0.0246154,-0.0654542,-0.6843,0.72584,-6.64694,2.40448,-0.419961
89,0.0267427,-0.0616604,-0.636729,0.768153,-6.63656,1.44753,-0.270937
90,0.0308652,-0.0508421,-0.61563,0.785788,-6.49557,0.467176,-0.155515
91,0.0368279,-0.0478173,-0.564491,0.82323,-6.33332,-0.558343,-0.182489
92,0.0416732,-0.0434123,-0.511457,0.857199,-5.94936,-1.64464,-0.302134
93,0.0403933,-0.0360468,-0.476095,0.877726,-5.32836,-2.49096,-0.16182
94,0.0455764,-0.0320611,-0.410253,0.910268,-4.89568,-3.24878,-0.194278
95,0.0544034,-0.0267971,-0.379884,0.923044,-4.34653,-4.04846,-0.198895
96,0.0493829,-0.0185982,-0.315339,0.947511,-3.6418,-4.71734,-0.246423
97,0.0520657,-0.0177082,-0.219218,0.974125,-2.86224,-5.39099,-0.220665
98,0.0479049,-0.012193,-0.163127,0.985366,-2.02704,-5.65934,-0.315925
99,0.0495744,-0.00273017,-0.0989875,0.993849,-1.15727,-5.96444,-0.219686
100,0.0507065,-0.00281455,-0.0237335,0.998428,-0.0714959,-6.02852,-0.211481
101,0.0553292,-0.00192963,0.0365709,0.997796,0.939624,-6.0559,-0.306004
102,0.0565924,0.0133035,0.0977495,0.993512,1.89557,-5.98385,-0.234362
103,0.056514,0.0116585,0.153467,0.986467,2.87821,-5.76326,-0.494859
104,0.0537555,0.0230228,0.2313,0.971123,3.83816,-5.37398,-0.284078
105,0.053455,0.0290579,0.277933,0.958672,4.78884,-4.84199,-0.407047
106,0.0505026,0.0375724,0.33319,0.940756,5.63958,-4.21351,-0.52924
107,0.0502464,0.0471185,0.390782,0.917902,6.47143,-3.48779,-0.584293
108,0.0490451,0.0556071,0.430884,0.899356,7.14261,-2.73802,-0.709714
109,0.0512157,0.0610714,0.493571,0.866046,7.86292,-1.8858,-0.763955
110,0.048371,0.0629831,0.551645,0.83029,8.51278,-0.826751,-0.770182
111,0.047802,0.0744546,0.593983,0.799597,8.8743,0.21674,-0.852608
112,0.0406971,0.0785937,0.65596,0.749588,9.21995,1.19322,-1.05983
113,0.0351035,0.087686,0.706475,0.701407,9.39933,2.31076,-1.0885
114,0.0390171,0.0933248,0.745323,0.658986,9.40012,3.42385,-1.09992
115,0.038165,0.096755,0.794053,0.598884,9.23714,4.5876,-1.19636
116,0.0344473,0.102802,0.829244,0.548269,8.90996,5.62254,-1.3308
117,0.028209,0.105297,0.860561,0.497546,8.66802,6.71432,-1.39582
118,0.029787,0.112149,0.886895,0.44716,8.01589,7.67237,-1.44282
119,0.0249422,0.11281,0.913957,0.389017,7.29072,8.53169,-1.56038
120,0.0181288,0.116295,0.937391,0.327788,6.54941,9.38047,-1.5859
121,0.0140377,0.118644,0.952566,0.2799,5.60726,10.1285,-1.66252
122,0.0139151,0.122105,0.964223,0.234886,4.53657,10.8694,-1.63529
123,0.0103766,0.127203,0.978349,0.162924,3.48964,11.2464,-1.54959
124,0.0135688,0.125765,0.988282,0.0854216,2.32384,11.6174,-1.52252
125,0.00945148,0.125576,0.99138,0.0361569,1.18055,11.8985,-1.50998
126,0.01153,0.124838,0.991344,-0.0389786,0.0502672,11.9915,-1.56201
127,0.00191579,0.132419,0.988195,-0.0770208,-1.21423,11.8431,-1.46534
128,-0.000528659,0.124686,0.979305,-0.159418,-2.30015,11.6693,-1.48165
129,-0.0113015,0.128135,0.971197,-0.200574,-3.40142,11.2626,-1.38452
130,-0.0137585,0.126334,0.954586,-0.269475,-4.48101,10.7432,-1.34133
131,-0.0202665,0.122253,0.938746,-0.321559,-5.59421,9.93937,-1.3713
132,-0.0223701,0.115197,0.908827,-0.400328,-6.51217,9.2903,-1.28741
133,-0.0244292,0.116881,0.891819,-0.436349,-7.41071,8.29257,-1.25604
134,0.025887,-0.111045,-0.854492,0.506795,-8.30495,7.28989,-1.12236
135,0.0286655,-0.106095,-0.816634,0.566596,-8.86697,6.12474,-1.12418
136,0.0255185,-0.101298,-0.762595,0.638386,-9.4352,4.87433,-0.958092
137,0.0320482,-0.0972377,-0.718905,0.687527,-9.55556,3.71786,-0.782258
138,0.0454142,-0.0903889,-0.696537,0.710354,-9.69293,2.25144,-0.831511
139,0.0495894,-0.0824806,-0.639209,0.762987,-9.70586,0.98997,-0.834907
140,0.0594202,-0.0712019,-0.607376,0.788983,-9.43822,-0.372083,-0.763525
141,0.0624333,-0.0709302,-0.563927,0.820401,-9.13014,-1.68187,-0.740306
142,0.0607743,-0.0644598,-0.509777,0.855733,-8.62781,-2.94942,-0.707521
143,0.0681653,-0.0574351,-0.46221,0.882279,-7.90725,-4.16973,-0.61042
144,0.0766601,-0.0454285,-0.439764,0.893682,-7.11601,-5.36511,-0.618348
145,0.0785829,-0.0353704,-0.373137,0.923765,-6.26461,-6.28851,-0.599048
146,0.0789896,-0.0277906,-0.30441,0.948853,-5.37274,-7.24436,-0.570246
147,0.079468,-0.023367,-0.223982,0.971067,-4.18275,-8.05994,-0.614876
148,0.0848734,-0.0177384,-0.173727,0.980969,-3.10422,-8.56521,-0.650925
149,0.0865778,-0.00985627,-0.0954316,0.991615,-1.8204,-8.92666,-0.675624
150,0.0853777,-0.00713334,-0.0278371,0.995934,-0.356177,-9.03315,-0.69116
151,0.0842252,-0.00273583,0.055844,0.994877,0.969675,-9.13233,-0.738187
152,0.0882778,0.0125028,0.112528,0.98964,2.381,-8.82672,-0.756208
153,0.0850959,0.0163791,0.164614,0.982544,3.76808,-8.56934,-0.854991
154,0.0844366,0.028262,0.227786,0.969631,5.0886,-8.05467,-0.836711
155,0.0821753,0.0343495,0.285492,0.954234,6.36789,-7.29514,-0.91127
156,0.0818727,0.0443933,0.329192,0.939659,7.50156,-6.54888,-0.992126
157,0.0831717,0.0529591,0.367566,0.924756,8.64918,-5.64827,-1.15596
158,0.0787712,0.0664647,0.44226,0.890945,9.57413,-4.56413,-1.19987
