pose_index,qx,qy,qz,qw,tx,ty,tz
0,0,0,0,1,0,0,0
1,-0.00185028,0.00156957,0.0757972,0.99712,0.438239,-0.0926743,0.0916856
2,-0.00465738,0.0066709,0.115066,0.993324,0.851766,0.0141663,0.0869115
3,-0.00259252,0.00536662,0.161367,0.986876,1.03996,0.0413853,-0.0275417
4,0.00311846,0.00561052,0.221894,0.97505,1.20604,0.184415,-0.0514433
5,-0.00121316,0.0081083,0.294087,0.955744,1.47851,0.31044,-0.0968577
6,-0.0069346,0.00918301,0.332465,0.943045,1.7232,0.56701,-0.0914274
7,-0.00656419,0.0211877,0.381214,0.924221,2.05888,0.737999,-0.182035
8,-0.00776936,0.0262157,0.437648,0.898731,2.4,0.980131,-0.0834904
9,-0.00323496,0.0330295,0.472702,0.880597,2.64153,1.21593,-0.13498
10,-0.00559535,0.0275147,0.541384,0.840306,2.87477,1.50423,-0.249913
11,-0.00663334,0.0311138,0.590247,0.806596,2.96997,1.77064,-0.281361
12,-0.00426649,0.0395587,0.656357,0.7534,3.0927,2.22692,-0.334451
13,-0.00195432,0.0428334,0.687572,0.724849,3.11154,2.39034,-0.324236
14,-0.0106991,0.0459494,0.734186,0.677307,3.21868,2.84351,-0.27961
15,-0.000998087,0.049287,0.778334,0.625912,3.12259,3.11506,-0.419686
16,-0.00351643,0.0484113,0.818485,0.572473,3.29837,3.45863,-0.488453
17,-0.00290287,0.0535942,0.874942,0.481244,3.28363,3.76153,-0.592218
18,-0.00324615,0.0586033,0.910087,0.410239,3.0017,4.0762,-0.495973
19,-0.00235092,0.0611112,0.921358,0.383874,2.76363,4.36123,-0.51147
20,-0.00367422,0.0563414,0.944302,0.324202,2.53914,4.77206,-0.591453
21,-0.00567372,0.0615794,0.95687,0.283858,2.00735,4.99627,-0.473755
22,-0.00305466,0.0614225,0.969892,0.235644,1.71365,5.35761,-0.506424
23,0.000958184,0.0575553,0.984408,0.166213,1.43943,5.64472,-0.432875
24,0.00514982,0.0659656,0.993125,0.0965629,1.12066,5.78937,-0.467067
25,0.0074731,0.0665775,0.99771,0.00923941,0.720597,5.89019,-0.469864
26,0.010957,0.068375,0.996573,-0.0452416,0.342629,5.96435,-0.477641
27,0.00964228,0.0686772,0.99067,-0.117313,-0.261808,6.04133,-0.44326
28,0.00438697,0.0655132,0.982938,-0.171817,-0.730851,5.89606,-0.474979
29,0.000867067,0.0566373,0.974134,-0.218758,-1.1279,5.7141,-0.344981
30,0.00377075,0.0600003,0.954005,-0.2937,-1.61985,5.52984,-0.428555
31,0.00200663,0.0594596,0.934343,-0.351373,-2.05962,5.33089,-0.336257
32,0.00506143,0.0650906,0.911814,-0.405381,-2.37989,5.21025,-0.253386
33,0.00286422,0.0617614,0.880247,-0.470471,-2.95472,4.79272,-0.171029
34,-0.0108864,-0.0590972,-0.849112,0.524783,-3.1467,4.36746,-0.090932
35,-0.0130758,-0.0511712,-0.808087,0.58669,-3.31921,4.04107,-0.196475
36,-0.0127011,-0.0460828,-0.767631,0.639108,-3.56705,3.60327,-0.250416
37,-0.0101972,-0.0463968,-0.718314,0.694095,-3.642,3.23074,-0.15
38,-0.00222987,-0.0393563,-0.691266,0.721524,-3.83085,2.64599,-0.155577
39,0.00632585,-0.0433475,-0.634444,0.771727,-3.83078,1.96248,-0.00767652
40,0.00202912,-0.0331139,-0.61039,0.791406,-3.70565,1.22858,0.0205265
41,0.0109263,-0.0292196,-0.562161,0.826439,-3.58854,0.533126,0.130421
42,0.0131941,-0.0246919,-0.505194,0.862552,-3.24187,-0.215849,0.153949
43,0.0162866,-0.0247218,-0.458355,0.888276,-2.84297,-0.720242,0.241349
44,0.0221379,-0.0170856,-0.439883,0.89762,-2.4704,-1.36899,0.162995
45,0.0257846,-0.00685752,-0.378006,0.925419,-2.28774,-1.84083,-0.0421176
46,0.0209988,-0.00468068,-0.318157,0.947794,-1.95977,-2.27404,0.0140767
47,0.0233054,-0.00633617,-0.241345,0.970139,-1.57805,-2.659,0.0113327
48,0.0201749,-0.0106587,-0.176493,0.984037,-1.00666,-2.88958,0.0756551
49,0.0262887,-0.00712947,-0.113777,0.993133,-0.596014,-2.98449,0.043817
50,0.0260077,-0.00428069,-0.0273747,0.999278,0.0273399,-2.99668,-0.0873543
51,0.0305316,-0.0015837,0.032606,0.999001,0.664515,-3.08113,-0.00300763
52,0.0286477,0.0069595,0.107119,0.993809,1.43839,-2.99366,-0.045076
53,0.0282241,0.00845239,0.156396,0.987255,1.93541,-2.82377,-0.154042
54,0.030215,0.0151659,0.212236,0.976633,2.51527,-2.54999,-0.095935
55,0.0251286,0.0189968,0.282041,0.958885,3.15439,-2.25974,-0.175963
56,0.0226634,0.0223722,0.338494,0.940429,3.74647,-1.832,-0.261249
57,0.0237043,0.0344924,0.383954,0.922403,4.36162,-1.3642,-0.213279
58,0.0219906,0.0397261,0.41906,0.906822,4.81819,-0.862696,-0.205982
59,0.0226105,0.0469887,0.476995,0.877358,5.23158,-0.248852,-0.279531
60,0.0201752,0.0453416,0.543279,0.838084,5.73198,0.390655,-0.389733
61,0.0229764,0.0486548,0.613863,0.787577,5.88408,0.959252,-0.492262
62,0.0176092,0.0597751,0.655213,0.75287,6.08262,1.78248,-0.539975
63,0.0167379,0.0615068,0.699404,0.711878,6.22335,2.35912,-0.640733
64,0.0170802,0.0715308,0.741485,0.666927,6.24374,2.9804,-0.638982
65,0.0223994,0.0719257,0.782677,0.617852,6.16834,3.79168,-0.672389
66,0.0187185,0.0716312,0.82869,0.554789,5.91589,4.47906,-0.760577
67,0.0165409,0.0741378,0.858037,0.507939,5.79457,5.25947,-0.848261
68,0.0156715,0.0852688,0.898907,0.429476,5.34701,5.95048,-0.792696
69,0.00602919,0.0825295,0.925516,0.369558,4.81615,6.48442,-0.939896
70,0.000274292,0.0850329,0.944205,0.318193,4.32615,6.99418,-0.99584
71,-0.00329328,0.0852515,0.957488,0.275568,3.72084,7.5196,-0.959559
72,0.00343562,0.0857983,0.973909,0.210068,3.10065,8.04917,-0.987384
73,0.00339772,0.091186,0.987447,0.128929,2.27849,8.50586,-0.898278
74,0.0102866,0.0947268,0.991339,0.0903756,1.57011,8.71476,-0.896402
75,0.0103005,0.0949891,0.995408,0.00581969,0.82205,8.93844,-1.01319
76,0.010024,0.0938905,0.993585,-0.0622308,0.0558024,9.00368,-0.993472
77,0.00358587,0.0910947,0.988222,-0.122909,-0.896142,8.91168,-0.776103
78,0.000386132,0.0920592,0.98276,-0.160334,-1.66513,8.78386,-0.795531
79,-0.00280965,0.0928759,0.971848,-0.216515,-2.4197,8.57917,-0.829295
80,-0.00717155,0.0954062,0.951563,-0.292187,-3.23667,8.16059,-0.802428
81,-0.0139152,0.0965639,0.942023,-0.321052,-4.05169,7.6104,-0.744721
82,-0.00815873,0.0879614,0.909584,-0.40602,-4.64704,7.22035,-0.668239
83,-0.0153911,0.0849135,0.885093,-0.457343,-5.22098,6.53758,-0.546536
84,0.00834581,-0.0819304,-0.860526,0.502706,-5.77108,5.71919,-0.548979
85,0.00613336,-0.0800387,-0.81701,0.571009,-6.24452,4.98654,-0.444263
86,0.00665064,-0.0735047,-0.767069,0.637305,-6.56927,4.209,-0.484012
87,0.0146085,-0.0681399,-0.712249,0.698459,-6.77844,3.47204,-0.311775
88,0.0219335,-0.0633544,-0.679417,0.730683,-6.72907,2.40786,-0.373928
89,0.0237479,-0.0591514,-0.632399,0.772016,-6.69926,1.44763,-0.225395
90,0.0280158,-0.0482685,-0.612429,0.788553,-6.53938,0.462902,-0.110998
91,0.0345182,-0.0451626,-0.562518,0.824829,-6.36088,-0.568939,-0.139344
92,0.039669,-0.0405085,-0.510334,0.858105,-5.96429,-1.66124,-0.262445
93,0.0393412,-0.0334287,-0.476391,0.877717,-5.33247,-2.51379,-0.126734
94,0.0454311,-0.029885,-0.412062,0.909532,-4.89452,-3.27664,-0.162697
95,0.0545094,-0.0249084,-0.382827,0.921874,-4.34433,-4.07951,-0.173258
96,0.0496895,-0.0171375,-0.317938,0.946654,-3.64256,-4.74887,-0.227432
97,0.0525766,-0.0166911,-0.220655,0.973791,-2.86814,-5.41941,-0.208656
98,0.0482811,-0.0113778,-0.164043,0.985205,-2.03588,-5.68096,-0.309393
99,0.0498414,-0.00214693,-0.0993672,0.993799,-1.1671,-5.97859,-0.216934
100,0.0511799,-0.00252403,-0.025073,0.998371,-0.0795042,-6.03464,-0.211641
101,0.0564412,-0.00213226,0.036511,0.997736,0.93235,-6.0553,-0.30852
102,0.0572696,0.0127037,0.0971442,0.99354,1.8884,-5.97432,-0.239772
103,0.0569771,0.0109821,0.151912,0.986689,2.87013,-5.74628,-0.50394
104,0.0543206,0.0221805,0.229198,0.97161,3.82773,-5.35262,-0.296315
105,0.0543258,0.027924,0.275203,0.959444,4.77444,-4.81776,-0.420811
106,0.0516,0.0361035,0.330065,0.941855,5.61812,-4.18874,-0.544244
107,0.0511429,0.0451083,0.387612,0.919297,6.44004,-3.46518,-0.599679
108,0.0498682,0.0531102,0.428118,0.900782,7.09823,-2.71889,-0.72444
109,0.0517619,0.0581288,0.491359,0.867472,7.80342,-1.87131,-0.77573
110,0.0487064,0.0596287,0.550364,0.831367,8.4375,-0.816721,-0.776929
111,0.0480092,0.0709672,0.593323,0.800392,8.78192,0.225082,-0.85477
