pose_index,qx,qy,qz,qw,tx,ty,tz
0,0.781448,-0.042732,-0.0094216,0.622434,-3.31256,-49.0758,-61.7017
1,0.785604,0.0343106,0.00605521,0.617748,2.78056,-49.2308,-61.5967
2,0.787101,0.0671935,0.0507604,0.611049,8.70603,-48.6084,-61.8335
3,0.776822,0.131177,0.0822232,0.610393,14.5908,-47.1449,-61.9985
4,0.765697,0.190556,0.114458,0.603569,20.1377,-44.9788,-62.2949
5,0.751353,0.241633,0.145239,0.596646,25.3062,-42.1266,-62.6566
6,0.742851,0.288019,0.181771,0.576347,30.0293,-38.5822,-62.9908
7,0.725646,0.328455,0.219102,0.563516,34.3139,-34.5026,-63.4218
8,0.710202,0.369885,0.251195,0.543782,38.2901,-29.9083,-63.9474
9,0.677303,0.431503,0.270216,0.531083,41.4991,-24.92,-64.2447
10,0.650909,0.473554,0.309422,0.506283,43.8529,-19.5619,-64.9186
11,0.630835,0.507779,0.334551,0.481958,45.5488,-14.0448,-65.45
12,0.594252,0.55642,0.358111,0.457185,46.8589,-8.18635,-65.9608
13,0.567925,0.586576,0.390677,0.42516,47.2656,-2.20862,-66.4343
14,0.532187,0.620468,0.410459,0.404127,46.9302,3.70882,-66.8531
15,0.490992,0.656654,0.427657,0.380581,45.8002,9.61218,-67.3522
16,0.44647,0.689805,0.449702,0.350146,44.1945,15.2929,-67.8699
17,0.407091,0.71967,0.464094,0.317757,41.7636,20.5767,-68.3073
18,0.378009,0.737567,0.487818,0.274113,38.6711,25.5485,-68.837
19,0.326,0.763098,0.502322,0.243059,34.987,30.1203,-69.0101
20,0.280014,0.785049,0.511931,0.207885,30.6141,34.2577,-69.4232
21,0.232153,0.804721,0.517299,0.175872,25.8165,37.8083,-69.7318
22,0.196946,0.814815,0.530947,0.12403,20.5997,40.6455,-69.9168
23,0.144379,0.827023,0.536311,0.0869429,15.0485,43.0625,-69.8935
24,0.0921502,0.834756,0.54019,0.0537167,9.2731,44.6019,-69.9667
25,0.041328,0.837111,0.545319,0.0127947,3.34785,45.1699,-70.0424
26,-0.00577222,0.8387,0.543885,-0.0271577,-2.48106,45.3605,-70.0373
27,-0.0572256,0.836621,0.541412,-0.0605358,-8.25658,44.6673,-69.8918
28,-0.113889,0.828073,0.53985,-0.0994359,-13.9548,43.254,-69.8087
29,-0.178231,0.814997,0.535845,-0.129938,-19.3599,41.0319,-69.4838
30,-0.220177,0.803176,0.529746,-0.160623,-24.5456,38.1935,-69.3793
31,-0.265921,0.790494,0.510309,-0.209738,-29.4715,34.7615,-69.1727
32,-0.295238,0.777493,0.493769,-0.25403,-33.7072,30.7755,-68.8074
33,-0.344301,0.753051,0.481775,-0.286815,-37.4835,26.2902,-68.4089
34,-0.383706,0.731698,0.466956,-0.315184,-40.6948,21.3059,-67.8646
35,-0.436217,0.702172,0.451135,-0.336372,-43.2504,15.9883,-67.4094
36,-0.480659,0.67209,0.428529,-0.365548,-45.1488,10.462,-67.0349
37,-0.524404,0.634889,0.406289,-0.396039,-46.322,4.58968,-66.6493
38,-0.562446,0.593107,0.385556,-0.428049,-46.7818,-1.31763,-66.3981
39,0.604473,-0.549582,-0.36643,0.44531,-46.4644,-7.18576,-66.0428
40,0.628319,-0.515125,-0.336015,0.476398,-45.3245,-12.9958,-65.6682
41,0.655169,-0.479597,-0.305298,0.497528,-43.5485,-18.598,-65.4117
42,0.687451,-0.432296,-0.275493,0.514427,-41.1424,-23.8853,-65.063
43,0.707788,-0.392347,-0.236116,0.537911,-38.0325,-28.9079,-64.8117
44,0.72663,-0.352896,-0.209728,0.550897,-34.2113,-33.5277,-64.5253
45,0.751191,-0.294897,-0.188308,0.559721,-29.9598,-37.5072,-64.3009
46,0.770584,-0.229057,-0.152171,0.574958,-25.2587,-41.1166,-64.2898
47,0.782462,-0.17963,-0.127988,0.582328,-20.1289,-43.7952,-64.3502
48,0.791444,-0.129401,-0.0905615,0.590483,-14.6975,-46.1107,-64.4375
49,0.800989,-0.0828586,-0.0574135,0.590131,-8.96402,-47.4875,-64.5905
50,0.799559,-0.0526722,-0.00819836,0.598217,-3.28303,-48.3144,-64.6273
51,0.805609,0.0218553,0.0121256,0.591919,2.7772,-48.3867,-64.4684
52,0.803233,0.0772457,0.0463358,0.588814,8.62849,-47.6786,-64.6626
53,0.795939,0.1423,0.0711718,0.584094,14.2367,-46.2728,-64.9044
54,0.783256,0.191962,0.108554,0.581271,19.535,-44.1829,-65.247
55,0.77222,0.242509,0.137353,0.570963,24.6353,-41.283,-65.5138
56,0.752502,0.31004,0.156759,0.559502,29.5046,-37.9238,-65.8724
57,0.737164,0.352025,0.196891,0.542127,33.6535,-33.8542,-66.3091
58,0.720576,0.385837,0.236537,0.525311,37.3038,-29.4093,-66.8837
59,0.6935,0.440258,0.259373,0.507893,40.5081,-24.4205,-67.2827
60,0.667048,0.483139,0.288053,0.488518,42.8598,-19.3118,-67.8368
61,0.637995,0.52326,0.313558,0.469939,44.5501,-13.7661,-68.3613
62,0.612231,0.554965,0.346444,0.444031,45.7105,-8.17385,-68.8026
63,0.576011,0.602453,0.364206,0.41547,46.2747,-2.45798,-69.259
64,0.546733,0.63065,0.39062,0.388304,45.8585,3.49378,-69.755
65,0.49948,0.67532,0.405129,0.361017,44.8095,9.28359,-70.2097
66,0.453599,0.710649,0.419316,0.33675,43.086,14.7892,-70.62
67,0.41992,0.731782,0.444489,0.300985,40.7875,19.9331,-71.1383
68,0.385561,0.753728,0.464554,0.259665,37.6851,24.7995,-71.5574
69,0.339762,0.777386,0.478435,0.226569,34.0611,29.239,-71.8156
70,0.287681,0.798931,0.491786,0.192603,29.7677,33.2019,-72.0825
71,0.234024,0.823724,0.490452,0.161768,25.0828,36.663,-72.2601
72,0.186711,0.832763,0.505162,0.128281,19.9738,39.4571,-72.4442
73,0.136374,0.842091,0.514311,0.0881456,14.6289,41.8202,-72.5663
74,0.0625859,0.852743,0.514125,0.067736,8.9051,43.3118,-72.6471
75,0.0277268,0.854044,0.519052,0.0206348,3.17858,43.9412,-72.9141
76,-0.00511418,0.854939,0.518037,-0.0262762,-2.51207,43.947,-72.885
77,-0.0659869,0.84816,0.522493,-0.0572008,-8.15412,43.3585,-72.7258
78,-0.132761,0.839731,0.518496,-0.0915863,-13.8082,41.9734,-72.5079
79,-0.164898,0.833442,0.509199,-0.137473,-18.9487,39.8021,-72.4726
80,-0.228753,0.817417,0.503943,-0.159823,-23.9882,37.0213,-72.1187
81,-0.26484,0.806796,0.48703,-0.204308,-28.7988,33.6102,-71.9828
82,-0.30712,0.788605,0.474584,-0.24197,-32.9229,29.7366,-71.6159
83,-0.348177,0.76837,0.459739,-0.277526,-36.5556,25.4509,-71.1618
84,-0.3884,0.745975,0.446415,-0.305584,-39.621,20.5233,-70.7053
