pose_index,qx,qy,qz,qw,tx,ty,tz
0,0.783413,-0.0426541,-0.00754599,0.61999,-3.51497,-48.9161,-62.1145
1,0.787448,0.0343519,0.00793855,0.615372,2.58858,-49.0621,-61.9857
2,0.788902,0.0671042,0.052594,0.608576,8.5246,-48.4279,-62.2021
3,0.778634,0.130955,0.0841913,0.607858,14.4194,-46.9526,-62.345
4,0.767546,0.1902,0.116652,0.600907,19.9763,-44.7732,-62.6168
5,0.753259,0.241187,0.147682,0.593818,25.1534,-41.9067,-62.948
6,0.744741,0.287557,0.184478,0.573272,29.8825,-38.3471,-63.244
7,0.727531,0.327948,0.22212,0.560189,34.17,-34.2484,-63.6306
8,0.712005,0.369307,0.254583,0.540231,38.1454,-29.6301,-64.1031
9,0.678944,0.430885,0.274078,0.527498,41.349,-24.6188,-64.3391
10,0.652257,0.472863,0.313614,0.502601,43.6926,-19.2349,-64.945
11,0.631872,0.507126,0.339027,0.478143,45.3728,-13.6948,-65.4058
12,0.594923,0.555755,0.362958,0.453282,46.6604,-7.81447,-65.842
13,0.568245,0.585817,0.395807,0.421014,47.0375,-1.81883,-66.2399
14,0.532215,0.619602,0.41589,0.399845,46.6664,4.11147,-66.5817
15,0.490655,0.655669,0.433307,0.3763,45.4954,10.0223,-67.0021
16,0.445675,0.688681,0.455413,0.345965,43.8461,15.7052,-67.4443
17,0.405867,0.718459,0.469763,0.313705,41.3704,20.981,-67.8157
18,0.376407,0.736217,0.493322,0.270066,38.233,25.9382,-68.2873
19,0.324143,0.761505,0.507785,0.239155,34.5049,30.4843,-68.4093
20,0.277906,0.783231,0.517337,0.204157,30.0911,34.5915,-68.776
21,0.229799,0.802679,0.522643,0.172463,25.2574,38.1058,-69.0463
22,0.194274,0.812559,0.536084,0.120914,20.0096,40.9012,-69.2056
23,0.14152,0.824523,0.541326,0.0842588,14.4298,43.2717,-69.1664
24,0.0892035,0.832018,0.545108,0.0514468,8.63249,44.765,-69.2366
25,0.0382334,0.834147,0.550107,0.0109606,2.69368,45.2873,-69.3205
26,-0.00907509,0.835555,0.548593,-0.0284711,-3.14513,45.4326,-69.3289
27,-0.0607023,0.833291,0.546068,-0.0612545,-8.92396,44.6939,-69.21
28,-0.117556,0.824563,0.5444,-0.0995253,-14.6188,43.238,-69.1659
29,-0.182021,0.811323,0.540267,-0.129365,-20.0127,40.9756,-68.8936
30,-0.224125,0.799431,0.53407,-0.15952,-25.1798,38.1049,-68.8535
31,-0.270162,0.786817,0.514437,-0.208052,-30.0811,34.644,-68.7239
32,-0.299732,0.773974,0.497664,-0.251902,-34.2875,30.6327,-68.4461
33,-0.348847,0.749673,0.485272,-0.284265,-38.0317,26.1257,-68.1444
34,-0.388214,0.72853,0.470063,-0.31237,-41.2106,21.1233,-67.7005
35,-0.440677,0.699137,0.45381,-0.333269,-43.7341,15.7953,-67.343
36,-0.485199,0.669188,0.430778,-0.362214,-45.6008,10.266,-67.0628
37,-0.529017,0.632121,0.408012,-0.392544,-46.7412,4.39608,-66.7712
38,-0.56704,0.590562,0.386627,-0.424525,-47.1678,-1.50119,-66.6085
39,0.608855,-0.547305,-0.366785,0.441839,-46.819,-7.35327,-66.3319
40,0.632451,-0.513292,-0.335699,0.473121,-45.6505,-13.1401,-66.0228
41,0.658964,-0.478111,-0.304417,0.494477,-43.8489,-18.7133,-65.8155
42,0.69091,-0.431,-0.27414,0.511595,-41.4211,-23.9702,-65.4999
43,0.710976,-0.391183,-0.234459,0.535274,-38.2911,-28.9618,-65.2697
44,0.729567,-0.351718,-0.207909,0.548452,-34.452,-33.5507,-64.9942
45,0.753867,-0.293639,-0.186369,0.557429,-30.186,-37.4986,-64.773
46,0.772996,-0.227869,-0.150113,0.572729,-25.4718,-41.074,-64.7621
47,0.784649,-0.178642,-0.12584,0.580152,-20.3334,-43.7185,-64.8169
48,0.793412,-0.128761,-0.088319,0.588318,-14.8956,-46.0018,-64.8941
49,0.802782,-0.0825634,-0.0551618,0.587947,-9.15838,-47.3504,-65.0287
50,0.80122,-0.0526198,-0.00605824,0.596021,-3.46829,-48.1625,-65.0418
51,0.807156,0.0218587,0.0142989,0.58976,2.59939,-48.222,-64.8577
52,0.804732,0.0771661,0.0485312,0.586597,8.45869,-47.5001,-65.0274
53,0.797429,0.142161,0.0734799,0.581805,14.0748,-46.0805,-65.2439
54,0.784771,0.191728,0.111006,0.578838,19.3806,-43.9757,-65.5585
55,0.773752,0.242249,0.140011,0.568349,24.4865,-41.0604,-65.7911
56,0.754017,0.309809,0.159733,0.556743,29.3599,-37.6831,-66.1103
57,0.738617,0.351752,0.200128,0.539133,33.5099,-33.5933,-66.5012
58,0.721942,0.385505,0.240047,0.522075,37.1584,-29.1248,-67.0245
59,0.694694,0.439926,0.263255,0.504541,40.3558,-24.112,-67.364
60,0.668014,0.482794,0.292244,0.485037,42.6968,-18.979,-67.8561
61,0.638695,0.52292,0.318044,0.466339,44.37,-13.4106,-68.3132
62,0.612617,0.554591,0.351178,0.440232,45.5078,-7.798,-68.6864
63,0.57602,0.602053,0.369253,0.411565,46.043,-2.06407,-69.0726
64,0.546403,0.630165,0.395854,0.384234,45.5906,3.89992,-69.4953
65,0.498733,0.674724,0.410573,0.356991,44.5013,9.69594,-69.8772
66,0.452457,0.709933,0.424868,0.332815,42.735,15.2003,-70.2186
67,0.418387,0.730909,0.449979,0.297057,40.3927,20.3374,-70.6744
68,0.383654,0.75269,0.46994,0.255781,37.2459,25.1873,-71.0368
69,0.337567,0.776123,0.483764,0.222832,33.5788,29.6025,-71.2451
70,0.285224,0.797391,0.497051,0.189092,29.2452,33.5342,-71.4685
71,0.231335,0.821959,0.495687,0.158626,24.5237,36.9588,-71.61
72,0.183855,0.830711,0.510273,0.125454,19.383,39.7125,-71.7688
73,0.133342,0.839772,0.519287,0.0856974,14.0094,42.0328,-71.8738
74,0.059515,0.850113,0.519066,0.0658445,8.26357,43.479,-71.9501
75,0.0244783,0.851243,0.523853,0.0190955,2.52249,44.0659,-72.2241
76,-0.00858424,0.852017,0.522726,-0.0274114,-3.17736,44.0273,-72.2109
77,-0.0695785,0.844987,0.527084,-0.0577678,-8.82333,43.3939,-72.0777
78,-0.136503,0.836364,0.52296,-0.0915119,-14.4741,41.9647,-71.8991
79,-0.16889,0.830062,0.513537,-0.136941,-19.6029,39.7569,-71.9157
80,-0.232847,0.813898,0.508107,-0.158682,-24.6245,36.939,-71.6256
81,-0.269174,0.803362,0.490982,-0.202709,-29.4098,33.4969,-71.5656
82,-0.311625,0.785249,0.478233,-0.23993,-33.5042,29.5957,-71.2825
83,-0.352775,0.765158,0.463025,-0.275119,-37.1041,25.286,-70.9186
84,-0.393005,0.742925,0.449294,-0.302894,-40.1338,20.3403,-70.5584
85,-0.448658,0.708549,0.435535,-0.32707,-42.746,15.2465,-70.1929
86,-0.503551,0.669498,0.419445,-0.349679,-44.4825,9.82851,-69.8342
87,-0.539146,0.639402,0.394621,-0.380475,-45.7219,4.06958,-69.6118
88,-0.582799,0.601919,0.370825,-0.400659,-45.9665,-1.73652,-69.4022
89,0.616414,-0.563733,-0.342607,0.429952,-45.6284,-7.40564,-69.1506
90,0.647603,-0.522387,-0.319009,0.453823,-44.5763,-13.0954,-68.7856
91,0.67768,-0.482652,-0.289487,0.47328,-42.8465,-18.4486,-68.6171
92,0.70189,-0.441209,-0.261525,0.494256,-40.2895,-23.7692,-68.3852
93,0.731236,-0.385235,-0.240932,0.508763,-37.1937,-28.5316,-68.0908
94,0.757691,-0.330881,-0.212485,0.520838,-33.4818,-32.9228,-67.9076
95,0.768146,-0.296351,-0.172994,0.540555,-29.3156,-36.8024,-67.8025
96,0.795243,-0.217402,-0.156629,0.543868,-24.727,-40.1548,-67.5625
97,0.801294,-0.175641,-0.125084,0.558061,-19.7716,-42.8572,-67.6571
98,0.812584,-0.132325,-0.0882298,0.560726,-14.4963,-44.9271,-67.7481
99,0.819835,-0.0785096,-0.055368,0.564483,-8.90305,-46.3133,-67.8353
100,0.824621,-0.0358466,-0.0110986,0.56444,-3.20936,-47.1438,-67.9067
101,0.823113,0.0186545,0.0210688,0.56718,2.4261,-47.1183,-67.9071
102,0.820124,0.0894505,0.033341,0.564166,8.12655,-46.5728,-67.8195
103,0.811864,0.142992,0.0662791,0.562172,13.6664,-45.0407,-68.0703
104,0.80569,0.188666,0.107856,0.551032,18.8158,-43.0068,-68.4013
105,0.792461,0.240021,0.134552,0.544326,23.7869,-40.2677,-68.5905
106,0.777646,0.295497,0.162384,0.530641,28.3517,-36.964,-68.9195
107,0.756431,0.354054,0.190276,0.515997,32.6274,-33.0605,-69.3872
108,0.739417,0.397445,0.219784,0.496986,36.1461,-28.6857,-69.788
109,0.71492,0.437617,0.263313,0.477542,39.2138,-23.9131,-70.1358
110,0.681374,0.494267,0.278828,0.46226,41.5251,-18.7225,-70.6444
111,0.668943,0.510935,0.322276,0.433127,43.157,-13.393,-71.1779
112,0.628351,0.561511,0.337247,0.419695,44.2964,-7.88656,-71.3771
113,0.587185,0.610077,0.357123,0.394314,44.6613,-2.26368,-71.8154
114,0.546041,0.648642,0.375513,0.37429,44.2959,3.54762,-72.1868
115,0.512767,0.681756,0.393874,0.34226,43.2041,9.04518,-72.5942
116,0.473649,0.714125,0.410719,0.311437,41.4684,14.485,-73.0419
117,0.43124,0.742782,0.428833,0.280016,39.1516,19.5523,-73.3454
118,0.388296,0.768747,0.443827,0.247531,36.0907,24.191,-73.6606
119,0.344242,0.789908,0.461175,0.211803,32.5231,28.5743,-73.89
120,0.290111,0.814562,0.469695,0.178078,28.2892,32.451,-74.0612
121,0.232324,0.835912,0.471162,0.159006,23.6034,35.6733,-74.2769
122,0.177567,0.846812,0.485407,0.125534,18.7889,38.508,-74.334
123,0.113751,0.859461,0.488861,0.0969641,13.5485,40.7002,-74.6676
124,0.052947,0.865207,0.494288,0.0655134,8.00208,42.0625,-74.8166
125,0.0305547,0.866675,0.497648,0.0169382,2.4095,42.6562,-74.9974
126,-0.0233107,0.868431,0.49496,-0.0172816,-3.23633,42.6185,-74.8824
127,-0.0681137,0.86473,0.493938,-0.0602371,-8.63876,41.9496,-74.8526
128,-0.122129,0.856897,0.491675,-0.0952254,-13.9883,40.467,-74.6147
129,-0.18023,0.84712,0.484016,-0.125035,-19.062,38.4107,-74.3937
130,-0.231173,0.833581,0.473822,-0.164904,-24.118,35.7513,-74.2754
131,-0.281003,0.814974,0.469157,-0.191694,-28.5861,32.426,-74.1419
132,-0.32526,0.797614,0.454555,-0.22671,-32.6254,28.5501,-74.0117
133,-0.359368,0.780839,0.441938,-0.256584,-36.1699,24.195,-73.7435
134,-0.418299,0.750084,0.428429,-0.2808,-39.1539,19.562,-73.3276
135,-0.467355,0.716947,0.414234,-0.3098,-41.5261,14.5566,-73.0056
136,-0.500366,0.691241,0.388176,-0.348049,-43.2375,9.25209,-72.7868
137,-0.536402,0.662525,0.365678,-0.373648,-44.2874,3.78051,-72.5583
138,-0.590236,0.61433,0.350475,-0.389086,-44.688,-1.91993,-72.0826
139,0.619701,-0.578422,-0.328181,0.416769,-44.3763,-7.38462,-71.8374
140,0.664015,-0.528254,-0.309908,0.428939,-43.3259,-12.9962,-71.5996
141,0.694582,-0.486543,-0.282536,0.448337,-41.5164,-18.3646,-71.3932
142,0.723985,-0.434733,-0.260655,0.46788,-39.224,-23.3404,-71.1654
143,0.754074,-0.376906,-0.238746,0.48199,-36.1067,-27.9107,-70.8257
144,0.77769,-0.327526,-0.206565,0.495233,-32.6677,-32.1039,-70.6248
145,0.791711,-0.27927,-0.180686,0.512401,-28.5299,-35.9737,-70.6424
146,0.806404,-0.236511,-0.143705,0.522612,-24.0185,-39.0897,-70.5583
147,0.821461,-0.171089,-0.121262,0.530307,-19.2892,-41.8176,-70.5724
148,0.831249,-0.124959,-0.0881984,0.534445,-14.096,-43.8231,-70.5718
149,0.839574,-0.0723489,-0.0582734,0.535243,-8.68547,-45.1628,-70.6309
