pose_index,qx,qy,qz,qw,tx,ty,tz
0,0.566285,-0.01707,-0.0253213,0.823644,-2.88595,-47.2177,-31.9234
1,0.568836,0.0255125,0.0204525,0.821801,3.11338,-47.393,-32.0096
2,0.56754,0.0647732,0.0697141,0.817828,9.15851,-46.6872,-32.1472
3,0.561181,0.0872755,0.136769,0.811636,14.8157,-45.2836,-32.3388
4,0.556229,0.125723,0.184353,0.80051,20.3298,-43.0447,-32.4978
5,0.544219,0.178565,0.198353,0.79536,25.7907,-40.0719,-32.5865
6,0.534812,0.213541,0.254036,0.777073,30.6067,-36.528,-33.1553
7,0.525583,0.246751,0.301597,0.756251,35.0184,-32.5285,-33.5427
8,0.514808,0.277578,0.356544,0.72856,38.925,-27.9015,-33.949
9,0.501883,0.313287,0.39984,0.700066,42.1041,-22.9651,-34.263
10,0.481609,0.352692,0.433927,0.67481,44.8231,-17.443,-34.7559
11,0.462466,0.384916,0.472827,0.643738,46.6869,-11.7768,-35.2954
12,0.436824,0.419404,0.508783,0.611903,47.7485,-6.10744,-35.8107
13,0.406795,0.45798,0.532727,0.58393,48.299,-0.093151,-36.2305
14,0.387414,0.478197,0.575542,0.538507,47.8585,5.79373,-36.8663
15,0.368773,0.495148,0.613311,0.49263,46.8536,11.7889,-37.355
16,0.335019,0.524445,0.638507,0.452801,45.1785,17.5434,-37.764
17,0.303006,0.540141,0.666686,0.414686,42.6486,22.9875,-38.1335
18,0.262293,0.5645,0.686254,0.376295,39.3917,28.1646,-38.5083
19,0.240146,0.570065,0.718742,0.317436,35.7832,32.7491,-38.9354
20,0.192004,0.595288,0.726759,0.283881,31.3947,36.9564,-39.2094
21,0.177152,0.601369,0.749497,0.212666,26.6103,40.5501,-39.6297
22,0.142862,0.610995,0.761326,0.163273,21.3796,43.4818,-39.5363
23,0.0917438,0.623902,0.766135,0.123963,15.7074,45.7114,-39.5303
24,0.0675747,0.62856,0.772063,0.0653047,9.87138,47.1984,-39.6599
25,0.0285694,0.629345,0.776353,0.0195995,3.93479,47.93,-39.4767
26,-0.0193318,0.629459,0.776674,-0.0136283,-2.07295,47.9991,-39.358
27,-0.0535943,0.630948,0.770936,-0.0684847,-8.10337,47.2576,-39.3547
28,-0.0904577,0.620957,0.76975,-0.117111,-14.0161,46.1267,-39.1904
29,-0.118752,0.616717,0.757634,-0.177618,-19.6233,44.0056,-39.2229
30,-0.141787,0.606602,0.746401,-0.234129,-24.8534,41.0676,-38.9373
31,-0.192711,0.588427,0.739001,-0.265508,-29.7448,37.6193,-38.5734
32,-0.238052,0.578139,0.71611,-0.310278,-34.4135,33.5651,-38.5154
33,-0.253037,0.565091,0.692502,-0.37025,-38.2653,29.0355,-38.3684
34,-0.279198,0.549813,0.664665,-0.42187,-41.4576,24.0254,-37.8824
35,-0.308636,0.527954,0.633002,-0.474675,-44.152,18.5169,-37.5027
36,-0.350547,0.498834,0.619626,-0.494313,-46.0966,12.701,-37.0527
37,0.383309,-0.472876,-0.588803,0.531765,-47.2951,6.93307,-36.7629
38,0.406174,-0.446539,-0.553959,0.573372,-47.9074,0.803965,-36.4414
39,0.426792,-0.419044,-0.516305,0.612927,-47.6791,-5.33204,-36.2536
40,0.467333,-0.378802,-0.490736,0.630307,-46.6489,-11.3505,-35.9428
41,0.4808,-0.36095,-0.438486,0.66804,-44.8947,-17.2709,-35.8283
42,0.500715,-0.321917,-0.396912,0.698652,-42.348,-22.7238,-35.5408
43,0.519607,-0.287662,-0.354544,0.72219,-39.018,-27.9199,-35.2846
44,0.533195,-0.255599,-0.303241,0.747273,-35.3094,-32.6435,-35.1702
45,0.550624,-0.213255,-0.269663,0.760669,-30.9635,-36.9512,-34.9669
46,0.558774,-0.179059,-0.218092,0.779837,-26.0429,-40.5057,-34.8454
47,0.57459,-0.144636,-0.166015,0.788268,-20.6148,-43.5164,-34.7819
48,0.575506,-0.106475,-0.107777,0.803641,-15.0166,-45.8464,-34.7186
49,0.579605,-0.0558584,-0.0772807,0.8093,-9.02404,-47.445,-34.6561
50,0.588072,-0.0233977,-0.0179806,0.80827,-2.92845,-48.1679,-34.7994
51,0.590369,0.0160376,0.0311075,0.806374,3.08015,-48.2994,-34.9185
52,0.590781,0.0502086,0.089793,0.800247,9.18895,-47.5994,-35.046
53,0.586881,0.102315,0.114895,0.794922,15.0803,-46.2047,-35.2113
54,0.584034,0.125389,0.190275,0.779087,20.7608,-44.0177,-35.4184
55,0.571503,0.173324,0.21534,0.77264,26.0423,-41.0147,-35.5158
56,0.558471,0.214503,0.254464,0.759833,30.965,-37.4608,-35.927
57,0.544556,0.259017,0.292523,0.742159,35.5037,-33.2457,-36.4026
58,0.535704,0.292988,0.345487,0.712613,39.445,-28.6587,-36.8224
59,0.515553,0.330277,0.385924,0.690061,42.7994,-23.4891,-37.1823
60,0.492985,0.375376,0.409296,0.669728,45.4596,-17.9943,-37.5944
61,0.478008,0.398686,0.453914,0.637589,47.4741,-12.2242,-38.3575
62,0.446433,0.443758,0.484286,0.607654,48.637,-6.25156,-38.7529
63,0.427461,0.471736,0.519882,0.569618,49.032,-0.255778,-39.3814
64,0.408409,0.489905,0.563502,0.525034,48.7688,5.72186,-40.0543
65,0.380411,0.512749,0.597963,0.484579,47.6166,11.831,-40.4324
66,0.341894,0.543011,0.619286,0.452475,45.8611,17.5096,-40.7971
67,0.307414,0.566803,0.647283,0.406516,43.3096,23.1844,-41.237
68,0.279656,0.58283,0.671522,0.362162,40.1266,28.3888,-41.6121
69,0.25708,0.597871,0.696476,0.302294,36.3407,33.0854,-42.0872
70,0.215368,0.613728,0.712927,0.262087,31.8514,37.3577,-42.2954
71,0.18947,0.622639,0.732692,0.198959,26.9514,41.0617,-42.5203
72,0.135278,0.634534,0.74146,0.17118,21.5752,43.9636,-42.5473
73,0.0922179,0.645839,0.746158,0.132801,15.947,46.2813,-42.615
74,0.062771,0.655997,0.748363,0.0753686,10.0979,47.7976,-42.7789
75,0.0334878,0.65582,0.754045,0.0139552,4.02973,48.5721,-42.5543
76,-0.0162976,0.655039,0.755044,-0.0237991,-2.00544,48.5314,-42.5069
77,-0.0508498,0.651574,0.753629,-0.0700563,-8.17911,47.9556,-42.4517
78,-0.0954866,0.646783,0.747677,-0.11633,-14.1729,46.5366,-42.316
79,-0.135472,0.638115,0.740234,-0.162823,-19.9707,44.4872,-42.1435
80,-0.161778,0.628751,0.726883,-0.223921,-25.237,41.5923,-41.9735
81,-0.203154,0.611878,0.717774,-0.262934,-30.1834,38.0942,-41.6834
82,-0.247151,0.595227,0.702861,-0.30101,-34.7695,33.8795,-41.6234
83,-0.267691,0.581081,0.675297,-0.366962,-38.808,29.1596,-41.3228
84,-0.299205,0.567069,0.652331,-0.404195,-42.085,24.0003,-40.8698
85,-0.330195,0.54289,0.624641,-0.453944,-44.8836,18.5229,-40.4432
86,-0.366855,0.519548,0.59967,-0.485677,-46.8545,12.7079,-39.9658
87,0.388222,-0.493514,-0.571031,0.52882,-48.0843,6.8294,-39.6612
88,0.429471,-0.464253,-0.544231,0.551214,-48.6674,0.670541,-39.2641
89,0.45268,-0.434692,-0.506056,0.591634,-48.3169,-5.5271,-39.2319
90,0.486862,-0.394847,-0.479402,0.614194,-47.2702,-11.6537,-38.9304
91,0.507337,-0.36486,-0.434551,0.648577,-45.4994,-17.6448,-38.8186
92,0.531627,-0.332147,-0.392669,0.672951,-42.9824,-23.3773,-38.4498
93,0.543776,-0.301498,-0.345361,0.702946,-39.7366,-28.5257,-38.2728
94,0.562817,-0.259365,-0.300127,0.725183,-35.8479,-33.2663,-38.0379
95,0.573268,-0.229842,-0.252278,0.744911,-31.3487,-37.6084,-37.9138
96,0.58815,-0.188317,-0.204666,0.759426,-26.4413,-41.2612,-37.6903
97,0.595313,-0.148411,-0.155837,0.77414,-20.9044,-44.3054,-37.7171
98,0.600425,-0.107101,-0.11428,0.784194,-15.1708,-46.667,-37.6319
99,0.605985,-0.0642251,-0.0684373,0.78992,-9.24762,-48.2549,-37.564
100,0.611893,-0.0176341,-0.0272245,0.790275,-2.95003,-49.0733,-37.5741
101,0.617133,0.024668,0.0186175,0.786251,3.28383,-49.2024,-37.7035
102,0.611429,0.0547111,0.0786495,0.785478,9.36125,-48.4509,-37.9135
103,0.608931,0.0986615,0.117708,0.778212,15.2882,-46.8978,-38.1357
104,0.602971,0.141442,0.172524,0.765935,21.0807,-44.7111,-38.2192
105,0.592579,0.187467,0.21384,0.753644,26.4351,-41.7353,-38.4312
106,0.581172,0.227109,0.248212,0.74098,31.389,-37.9964,-38.7823
107,0.566134,0.273005,0.280903,0.725296,35.971,-33.8265,-39.1476
108,0.550661,0.320239,0.31053,0.705543,40.0645,-29.1142,-39.5824
109,0.533701,0.344774,0.369021,0.67832,43.3373,-24.0426,-40.1863
110,0.508225,0.384919,0.404829,0.655483,45.9121,-18.4091,-40.7468
111,0.491007,0.426934,0.429056,0.626539,48.013,-12.5473,-41.2948
112,0.470466,0.456133,0.476367,0.586241,49.2118,-6.65854,-41.9258
113,0.454934,0.476567,0.521307,0.542363,49.5637,-0.553901,-42.645
114,0.424922,0.507821,0.545612,0.51368,49.3479,5.63597,-42.9858
115,0.393012,0.536182,0.576625,0.474925,48.1556,11.7741,-43.5379
116,0.347205,0.564154,0.602588,0.445047,46.2855,17.5601,-43.8911
117,0.319554,0.586693,0.625219,0.403458,43.8033,23.17,-44.3281
118,0.288903,0.604382,0.652495,0.35427,40.6341,28.4015,-44.8054
119,0.260427,0.619643,0.675441,0.303314,36.6151,33.3062,-45.2263
120,0.224047,0.639218,0.690674,0.253325,32.1137,37.5899,-45.4326
121,0.202521,0.64074,0.715334,0.191663,27.3191,41.2553,-45.7203
122,0.155399,0.649853,0.728372,0.151712,21.939,44.1651,-45.6471
123,0.107975,0.665766,0.730256,0.108735,16.1982,46.5099,-45.7118
124,0.063181,0.680201,0.726839,0.0709884,10.2683,48.096,-45.8537
125,0.0270174,0.678646,0.733812,0.0151831,4.15402,48.9515,-45.7982
126,-0.0166879,0.677554,0.734751,-0.027985,-2.14038,48.9326,-45.6153
127,-0.0477243,0.67454,0.732139,-0.0817985,-8.37014,48.3023,-45.5087
128,-0.0960746,0.665831,0.729198,-0.125335,-14.2999,46.8253,-45.3749
129,-0.131743,0.663609,0.716798,-0.168722,-20.0564,44.7443,-45.2467
130,-0.177757,0.649355,0.708568,-0.211357,-25.4626,41.7937,-45.0129
131,-0.216776,0.636075,0.695361,-0.254737,-30.5112,38.2261,-44.7313
132,-0.241493,0.626419,0.676888,-0.301833,-35.1271,34.0358,-44.6481
133,-0.276105,0.602677,0.658925,-0.355478,-39.2227,29.4273,-44.2331
134,-0.316524,0.581303,0.63922,-0.391532,-42.6212,24.0444,-43.8497
135,-0.342352,0.561289,0.609166,-0.443471,-45.48,18.42,-43.6209
136,-0.384874,0.531979,0.591756,-0.467648,-47.5031,12.577,-43.0328
137,0.412647,-0.511273,-0.560354,0.504307,-48.7028,6.46124,-42.8314
138,0.443738,-0.479626,-0.525041,0.545333,-49.2106,0.379079,-42.3697
139,0.476915,-0.443967,-0.499452,0.570959,-48.8847,-5.87087,-42.1848
140,0.501661,-0.408984,-0.467595,0.602016,-47.8188,-11.9719,-41.9142
141,0.521163,-0.385264,-0.416907,0.637299,-45.9281,-17.9335,-41.6583
142,0.552643,-0.340953,-0.384447,0.656154,-43.4136,-23.6636,-41.343
143,0.559371,-0.314163,-0.330638,0.692159,-40.1625,-29.0304,-41.178
144,0.58265,-0.265887,-0.302152,0.706065,-36.0872,-33.8223,-40.901
145,0.595854,-0.222526,-0.257632,0.727369,-31.6769,-38.2578,-40.6938
146,0.605525,-0.184964,-0.208916,0.745307,-26.5849,-41.9329,-40.6709
