pose_index,qx,qy,qz,qw,tx,ty,tz
0,0.295902,-0.00637143,-0.0487165,0.953954,-1.65455,-28.4812,-8.52115
1,0.29302,0.0144576,0.0216925,0.955751,2.12424,-28.7359,-8.48083
2,0.288673,0.0302837,0.0988132,0.951833,5.86159,-28.4158,-8.59664
3,0.293838,0.0509348,0.158205,0.941295,9.73541,-27.433,-8.67303
4,0.290967,0.0737708,0.210914,0.930275,13.3087,-26.0188,-8.79642
5,0.289831,0.0968895,0.262911,0.915144,16.7273,-24.1485,-9.08565
6,0.280516,0.113332,0.320562,0.897612,19.7937,-21.9699,-9.36336
7,0.276325,0.138279,0.374706,0.874139,22.6473,-19.3236,-9.56483
8,0.268751,0.161223,0.423355,0.85003,25.209,-16.281,-9.59837
9,0.259068,0.18184,0.478531,0.81904,27.3659,-13.1883,-9.76948
10,0.248565,0.197656,0.536487,0.781875,29.0483,-9.82361,-10.0865
11,0.237503,0.218587,0.570021,0.755571,30.3077,-6.0965,-10.3517
12,0.230289,0.231783,0.623099,0.710628,31.1493,-2.33092,-10.7493
13,0.212657,0.25529,0.662906,0.670939,31.4376,1.44375,-11.0384
14,0.192748,0.273103,0.703947,0.626675,31.1834,5.19509,-11.3903
15,0.19225,0.280073,0.741727,0.578308,30.7042,9.05124,-11.7484
16,0.180628,0.291393,0.778373,0.525927,29.6561,12.7652,-12.0148
17,0.165243,0.301332,0.811221,0.473091,28.0538,16.3861,-12.2415
18,0.146566,0.320715,0.83115,0.429942,25.9105,19.716,-12.4812
19,0.12942,0.332755,0.860131,0.364278,23.5083,22.8805,-12.6599
20,0.108427,0.343224,0.877017,0.318248,20.7211,25.7098,-12.688
21,0.101097,0.348506,0.896374,0.25463,17.5621,27.9744,-12.8549
22,0.0832519,0.35384,0.91388,0.180801,14.1338,29.9946,-12.9489
23,0.050352,0.35913,0.918898,0.155299,10.3973,31.4895,-13.1196
24,0.0363979,0.359841,0.929369,0.0739134,6.55043,32.5668,-13.1564
25,0.0200888,0.362513,0.931683,0.0121543,2.56052,33.1254,-13.1206
26,-0.00357247,0.368369,0.928924,-0.037316,-1.38256,33.1803,-13.0417
27,-0.0246846,0.364731,0.925158,-0.102197,-5.27682,32.6981,-13.0438
28,-0.0443713,0.367653,0.917233,-0.146786,-9.19464,31.6807,-12.9743
29,-0.059385,0.358251,0.906489,-0.215425,-12.9551,30.3534,-12.8711
30,-0.0846572,0.351229,0.894961,-0.261756,-16.5352,28.3531,-12.7678
31,-0.103367,0.343393,0.877693,-0.317886,-19.9228,26.1143,-12.6565
32,-0.119909,0.333513,0.85513,-0.378343,-22.9634,23.4024,-12.5656
33,-0.13379,0.326983,0.829067,-0.433395,-25.4625,20.2157,-12.388
34,-0.154011,0.317213,0.798435,-0.488015,-27.6532,16.8431,-12.1696
35,0.174338,-0.302942,-0.77585,0.525252,-29.2577,13.2331,-11.8871
36,0.183934,-0.290273,-0.730636,0.589984,-30.555,9.43665,-11.7292
37,0.202943,-0.272264,-0.702221,0.625757,-31.2875,5.6814,-11.3844
38,0.216972,-0.256098,-0.66364,0.66852,-31.5599,1.58235,-11.291
39,0.237463,-0.235301,-0.63228,0.698904,-31.5806,-2.43271,-11.2358
40,0.244621,-0.220375,-0.573757,0.749932,-31.0351,-6.40651,-11.0862
41,0.261565,-0.20334,-0.529128,0.781192,-29.7451,-10.2085,-10.8937
42,0.269965,-0.180529,-0.476751,0.816846,-28.1073,-13.8825,-10.6177
43,0.284801,-0.163836,-0.421655,0.845135,-25.9985,-17.3255,-10.6826
44,0.290841,-0.147991,-0.358026,0.87483,-23.4973,-20.5596,-10.595
45,0.299665,-0.125928,-0.308175,0.894076,-20.5591,-23.3743,-10.489
46,0.304306,-0.105849,-0.254508,0.911822,-17.3914,-25.8545,-10.3639
47,0.313767,-0.0783643,-0.208836,0.922928,-13.7723,-27.8061,-10.2121
48,0.314012,-0.0608713,-0.132381,0.938172,-9.92175,-29.4421,-10.4642
49,0.316617,-0.0365868,-0.0736381,0.944983,-5.95886,-30.4779,-10.2227
50,0.325087,-0.00820792,-0.0395031,0.944823,-1.92456,-31.0728,-10.1619
51,0.321584,0.0168966,0.0245424,0.946412,2.26558,-31.2173,-10.3042
52,0.320486,0.0415022,0.0797032,0.942981,6.33736,-30.78,-10.3866
53,0.321729,0.0629902,0.155285,0.931885,10.4502,-29.8212,-10.4021
54,0.319739,0.0842957,0.206335,0.920916,14.259,-28.3068,-10.5847
55,0.314308,0.114022,0.254837,0.907341,17.9743,-26.2484,-10.9343
56,0.307995,0.127817,0.316455,0.888064,21.4076,-24.0186,-11.2083
57,0.302737,0.149712,0.366631,0.866902,24.4217,-21.1488,-11.3829
58,0.292945,0.178639,0.400459,0.849649,27.0598,-17.8027,-11.5015
59,0.285835,0.194487,0.474443,0.809553,29.4044,-14.4155,-11.7115
60,0.272186,0.225842,0.503063,0.788567,31.1855,-10.7207,-11.9734
61,0.261561,0.239894,0.561718,0.747336,32.6772,-6.82828,-12.3309
62,0.253293,0.259271,0.60596,0.70812,33.5417,-2.74927,-12.6755
63,0.234811,0.283238,0.6469,0.667953,33.8686,1.4124,-13.1227
64,0.219472,0.294081,0.694642,0.618725,33.617,5.4328,-13.4341
65,0.213404,0.30439,0.735317,0.566669,32.997,9.65154,-13.7383
66,0.197365,0.31792,0.772907,0.512435,31.7647,13.6321,-14.0164
67,0.171908,0.334246,0.790768,0.483128,29.8901,17.3852,-14.2004
68,0.150053,0.346854,0.816013,0.437378,27.6382,21.0754,-14.4476
69,0.135477,0.356033,0.848901,0.366407,25.084,24.482,-14.6673
70,0.114676,0.371146,0.862367,0.324689,22.057,27.3289,-14.7485
71,0.10814,0.372917,0.889611,0.240481,18.6845,29.936,-15.0119
72,0.0876398,0.377228,0.905187,0.175086,14.9956,32.0664,-15.1206
73,0.0572181,0.38316,0.91057,0.144142,11.2616,33.4986,-15.1629
74,0.0365001,0.384282,0.919122,0.0788075,7.10766,34.6505,-15.1953
75,0.0164944,0.385436,0.922234,0.0255376,2.68677,35.2701,-15.2586
76,-0.0123517,0.392081,0.919562,-0.0229364,-1.3782,35.2358,-15.1422
77,-0.0302057,0.392046,0.914594,-0.094371,-5.73979,34.8157,-15.188
78,-0.0461062,0.393695,0.903852,-0.161028,-9.9798,33.7907,-15.0654
79,-0.0766855,0.382127,0.900254,-0.194011,-13.9608,32.0694,-14.9389
80,-0.093362,0.379735,0.884445,-0.25464,-17.7239,30.1399,-15.0415
81,-0.120693,0.37034,0.87159,-0.297678,-21.416,27.5347,-14.8926
82,-0.136658,0.360945,0.847839,-0.363611,-24.563,24.7776,-14.6635
83,-0.147648,0.354991,0.816179,-0.431316,-27.3284,21.4709,-14.4832
84,-0.172198,0.343721,0.787422,-0.48184,-29.636,17.8735,-14.2793
85,0.194456,-0.327684,-0.763037,0.522096,-31.3794,14.0547,-14.0187
86,0.202199,-0.310446,-0.721811,0.584575,-32.8235,9.93556,-13.824
87,0.222047,-0.2951,-0.691983,0.620299,-33.7156,5.77178,-13.5419
88,0.245081,-0.278169,-0.656541,0.656895,-33.9093,1.48991,-13.4109
89,0.258812,-0.254933,-0.620071,0.695369,-33.7978,-2.8177,-13.2151
90,0.268257,-0.240885,-0.570797,0.737702,-33.0851,-7.11339,-13.0579
91,0.283823,-0.223047,-0.501999,0.785934,-31.8702,-11.1279,-12.9328
92,0.294075,-0.202833,-0.465463,0.809767,-29.9894,-15.0937,-12.7228
93,0.312216,-0.172601,-0.423114,0.832889,-27.8389,-18.7841,-12.6044
94,0.318417,-0.157614,-0.357733,0.863595,-25.1484,-22.2932,-12.5321
95,0.324925,-0.136119,-0.309625,0.883192,-21.942,-25.2682,-12.4948
96,0.332325,-0.113126,-0.250734,0.902161,-18.5506,-27.8907,-12.3962
